Variable, chimint-16.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-15.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-14.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-13.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-12.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-11.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-10.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-9.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-8.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-7.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-6.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-5.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-4.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-3.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-2.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-1.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-20.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-19.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-18.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, chimint-17.lille.grid5000.fr, power, 0.000000, 123.511293, 123.511293, 23530999808.000000
Variable, AS_chimint_link_16_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_16_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_15_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_15_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_15_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_15_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_14_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_14_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_14_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_14_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_13_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_13_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_13_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_13_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_12_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_12_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_12_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_12_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_11_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_11_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_11_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_11_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_10_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_10_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_10_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_10_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_9_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_9_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_9_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_9_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_8_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_8_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_8_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_8_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_7_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_7_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_7_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_7_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_6_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_6_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_6_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_6_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_5_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_5_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_5_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_5_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_4_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_4_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_4_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_4_UP, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_3_DOWN, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
Variable, AS_chimint_link_3_DOWN, latency, 0.000000, 123.511293, 123.511293, 0.000100
Variable, AS_chimint_link_3_UP, bandwidth, 0.000000, 123.511293, 123.511293, 125000000.000000
